Geneid FLT1.bam FLT2.bam FLT3.bam GC1.bam GC2.bam GC3.bam
ENSMUSG00000024056 8 15 7 10 4 7
ENSMUSG00000092171 0 0 0 0 0 0
ENSMUSG00000052525 3 0 6 3 2 0
ENSMUSG00000117275 1 0 2 1 1 1
ENSMUSG00000117637 1 3 5 1 0 0
ENSMUSG00000041057 231 197 158 218 197 196
ENSMUSG00000093289 0 0 0 0 0 0
ENSMUSG00000092887 1 0 2 1 4 0
ENSMUSG00000092713 0 0 0 0 0 0
ENSMUSG00000045761 0 0 0 0 0 1
ENSMUSG00000089779 0 0 0 0 0 0
ENSMUSG00000044375 0 0 0 0 0 0
ENSMUSG00000117075 2 0 0 0 0 0
ENSMUSG00000023868 7 12 10 5 10 14
ENSMUSG00000024059 10 9 10 1 3 8
ENSMUSG00000083386 0 0 0 0 0 0
ENSMUSG00000055471 0 0 1 0 0 2
ENSMUSG00000117126 0 0 0 0 0 0
ENSMUSG00000117046 23 20 24 30 24 21
ENSMUSG00002076036 0 0 0 0 0 0
ENSMUSG00000117247 0 0 0 0 0 0
ENSMUSG00000098193 0 0 0 0 0 0
ENSMUSG00000039770 329 356 375 404 398 384
ENSMUSG00000024063 134 97 119 111 87 108
ENSMUSG00000118930 0 0 0 0 0 0
ENSMUSG00000117096 0 0 0 0 0 0
ENSMUSG00000023873 4 5 4 0 5 3
ENSMUSG00000117205 0 0 0 0 0 0
ENSMUSG00000097049 0 0 0 0 0 0
ENSMUSG00000117026 0 0 0 0 0 1
ENSMUSG00000117133 0 0 0 0 0 0
ENSMUSG00000097958 182 131 160 205 203 208
ENSMUSG00000117015 0 0 1 0 0 0
ENSMUSG00000101935 8 13 9 10 6 9
ENSMUSG00000072968 0 0 0 0 0 0
ENSMUSG00000117143 0 0 0 0 0 0
ENSMUSG00000046173 3 1 2 3 1 5
ENSMUSG00000117341 0 0 0 0 0 0
ENSMUSG00000117264 0 0 0 0 0 0
ENSMUSG00000117290 0 0 0 0 0 0
ENSMUSG00000117110 0 0 0 0 0 0
ENSMUSG00000117227 0 0 0 0 0 0
ENSMUSG00000117206 0 0 0 0 0 0
ENSMUSG00000054469 614 630 545 607 699 621
ENSMUSG00000081492 5 4 4 7 11 4
ENSMUSG00000088224 0 0 0 0 0 0
ENSMUSG00000117292 1 0 0 0 0 0
ENSMUSG00000062078 765 739 729 865 847 870
ENSMUSG00000043705 0 0 0 0 0 0
ENSMUSG00000117088 0 0 0 0 0 0
ENSMUSG00000037196 3 0 0 2 1 1
ENSMUSG00000089941 0 0 0 0 0 0
ENSMUSG00000089907 0 0 0 0 0 0
ENSMUSG00000024064 2 3 4 5 9 3
ENSMUSG00000117023 0 0 0 0 0 0
ENSMUSG00000117102 0 0 1 1 0 0
ENSMUSG00000117118 0 0 0 0 0 0
ENSMUSG00000117228 1 1 2 3 0 4
ENSMUSG00000090168 0 0 0 0 0 0
ENSMUSG00000024065 1077 1079 959 1322 1314 1331
ENSMUSG00000117257 214 199 215 254 213 186
ENSMUSG00000099797 0 0 0 0 0 0
ENSMUSG00000100402 1 0 0 0 0 1
ENSMUSG00000103324 0 1 2 0 0 2
ENSMUSG00000104527 0 0 0 0 0 0
ENSMUSG00000099618 0 0 0 0 0 0
ENSMUSG00000104466 0 1 1 0 0 0
ENSMUSG00000023827 16 12 7 6 15 17
ENSMUSG00000063911 1 0 0 0 0 0
ENSMUSG00000024066 2137 2037 1922 2612 2587 2505
ENSMUSG00000117182 0 0 3 0 0 0
ENSMUSG00000088060 0 1 0 0 0 0
ENSMUSG00000038541 18 28 14 10 17 16
ENSMUSG00000117038 0 0 0 0 0 0
ENSMUSG00000117226 8 8 21 9 14 7
ENSMUSG00000117195 0 0 0 0 0 0
ENSMUSG00000117031 0 0 0 0 0 0
ENSMUSG00000117113 6 15 14 20 12 17
ENSMUSG00000014426 271 258 252 239 248 253
ENSMUSG00000117325 0 0 0 0 0 0
ENSMUSG00000077476 0 0 0 0 0 0
ENSMUSG00000117337 0 0 0 0 0 0
ENSMUSG00000117197 21 17 16 12 21 17
ENSMUSG00000059481 23092 22312 22143 25187 24676 24453
ENSMUSG00000058704 144 157 133 163 156 216
ENSMUSG00000117262 50 43 42 68 57 51
ENSMUSG00000023828 72 71 53 104 92 99
ENSMUSG00000024067 138 158 135 164 149 135
ENSMUSG00000117086 0 0 0 0 1 2
ENSMUSG00000117202 163 158 161 181 172 170
ENSMUSG00000117150 65 52 34 66 70 52
ENSMUSG00000040966 0 0 3 0 0 1
ENSMUSG00000023829 3723 3395 3592 3412 3423 3391
ENSMUSG00000023830 678 596 647 602 642 601
ENSMUSG00000024068 312 310 294 280 297 254
ENSMUSG00002075070 2 0 0 0 0 0
ENSMUSG00000117030 0 0 1 0 0 0
ENSMUSG00000117061 1 5 0 0 0 0
ENSMUSG00000089769 2 3 1 1 3 1
ENSMUSG00000089817 22 17 15 16 13 12
ENSMUSG00000068037 4 5 2 5 0 2
ENSMUSG00002075627 0 0 0 0 0 0
ENSMUSG00000059408 0 0 0 0 0 0
ENSMUSG00000073460 42 44 40 15 22 23
ENSMUSG00000117072 0 0 1 0 0 0
ENSMUSG00000057388 293 292 276 365 359 403
ENSMUSG00000024069 112 110 119 106 93 113
ENSMUSG00000039193 11 9 12 10 12 9
ENSMUSG00000117187 82 98 93 92 109 93
ENSMUSG00000024072 259 279 266 297 298 243
ENSMUSG00000068039 1038 982 986 1206 1249 1142
ENSMUSG00000065105 0 0 0 0 0 0
ENSMUSG00000064637 19 29 36 44 31 32
ENSMUSG00000062480 647 565 583 657 643 666
ENSMUSG00000023832 388 365 405 464 476 426
ENSMUSG00000089695 55 48 37 48 47 42
ENSMUSG00000058124 0 0 0 0 0 0
ENSMUSG00000092555 0 0 0 0 0 0
ENSMUSG00000092508 0 0 0 0 0 0
ENSMUSG00000092231 0 0 2 0 1 3
ENSMUSG00000092437 0 0 0 0 0 0
ENSMUSG00000044538 0 0 0 0 0 0
ENSMUSG00000048231 0 0 0 0 0 0
ENSMUSG00000092290 0 0 0 0 0 0
ENSMUSG00000092493 0 0 0 0 0 0
ENSMUSG00000092296 0 0 0 0 0 0
ENSMUSG00000092414 0 0 0 0 0 0
ENSMUSG00000037537 0 0 0 0 0 0
ENSMUSG00000092332 0 0 0 0 0 0
ENSMUSG00000092606 0 0 0 0 0 0
ENSMUSG00000060475 340 306 325 297 323 246
ENSMUSG00000006818 1334 1308 1309 1817 1800 1876
ENSMUSG00000071311 0 0 0 0 0 0
ENSMUSG00000055602 2 1 0 0 0 0
ENSMUSG00000117147 0 0 0 0 0 0
ENSMUSG00000067049 0 0 0 1 0 0
ENSMUSG00002075806 0 0 0 0 0 0
ENSMUSG00000117282 0 0 0 0 0 0
ENSMUSG00000117051 0 0 0 0 0 0
ENSMUSG00000073458 0 0 0 0 0 0
ENSMUSG00000073457 0 0 0 0 0 0
ENSMUSG00000119115 0 0 0 0 0 0
ENSMUSG00000024073 945 883 931 1198 1181 1036
ENSMUSG00000097546 0 0 0 2 0 0
ENSMUSG00000063660 0 0 0 0 0 0
ENSMUSG00000084425 0 0 0 2 0 0
ENSMUSG00000016206 26 20 19 27 21 17
ENSMUSG00000092556 0 0 0 0 0 0
ENSMUSG00000023886 28 29 32 31 36 27
ENSMUSG00000117328 0 0 0 0 0 0
ENSMUSG00000061972 1 0 2 1 1 0
ENSMUSG00000116688 0 1 1 0 1 0
ENSMUSG00000092524 0 1 0 0 0 0
ENSMUSG00000116801 0 0 0 0 0 0
ENSMUSG00000092077 0 0 0 0 0 0
ENSMUSG00000091531 0 0 0 0 0 0
ENSMUSG00000049618 0 0 0 0 0 0
ENSMUSG00000024078 78 83 74 80 110 71
ENSMUSG00000117441 0 2 0 0 0 4
ENSMUSG00000117560 0 0 0 0 0 0
ENSMUSG00000117342 0 0 0 0 0 0
ENSMUSG00000118232 2 0 0 0 1 0
ENSMUSG00000118107 1 0 0 0 0 1
ENSMUSG00000024190 866 895 841 754 686 681
ENSMUSG00000118368 0 0 0 0 0 0
ENSMUSG00000118068 0 0 0 0 0 0
ENSMUSG00000068604 2 1 4 1 3 3
ENSMUSG00000090675 2 0 0 0 0 0
ENSMUSG00000051611 0 0 0 0 0 0
ENSMUSG00000092292 0 0 0 0 0 0
ENSMUSG00000062629 0 0 0 0 0 0
ENSMUSG00000109188 0 0 0 0 0 0
ENSMUSG00000092413 0 0 0 0 0 0
ENSMUSG00000061336 0 0 0 0 0 0
ENSMUSG00000095286 0 0 0 0 0 1
ENSMUSG00000080990 1 1 1 0 2 0
ENSMUSG00000059964 0 0 0 0 0 0
ENSMUSG00000067189 15 18 10 14 21 14
ENSMUSG00000063994 0 0 0 0 0 0
ENSMUSG00000060017 0 0 0 0 0 0
ENSMUSG00000083947 0 0 0 0 0 0
ENSMUSG00000109185 0 0 0 0 0 0
ENSMUSG00000045202 0 0 0 0 0 0
ENSMUSG00000044985 0 0 0 0 0 0
ENSMUSG00000050613 0 0 0 0 0 0
ENSMUSG00000092269 2 5 3 2 2 9
ENSMUSG00000109212 0 0 0 0 0 0
ENSMUSG00000092458 50 34 30 35 31 25
ENSMUSG00000092468 0 0 0 0 0 0
ENSMUSG00000001576 585 603 644 634 697 608
ENSMUSG00000058114 6 4 4 1 5 2
ENSMUSG00002076154 0 0 0 0 1 0
ENSMUSG00000059030 0 0 0 0 0 0
ENSMUSG00000091078 0 2 0 0 0 0
ENSMUSG00000092295 0 0 0 0 0 0
ENSMUSG00000092513 0 0 0 0 0 0
ENSMUSG00000092186 28 21 19 34 22 34
ENSMUSG00000109376 0 0 0 0 0 0
ENSMUSG00000092213 0 0 0 0 0 0
ENSMUSG00000092390 9 7 4 11 7 12
ENSMUSG00000081724 1 3 1 0 1 0
ENSMUSG00000094878 0 0 0 0 0 0
ENSMUSG00000092461 0 0 0 0 0 0
ENSMUSG00000015575 228 283 259 223 243 263
ENSMUSG00000043312 0 0 0 0 0 0
ENSMUSG00000067186 0 0 0 0 0 0
ENSMUSG00000063240 0 0 1 0 0 0
ENSMUSG00000096009 0 0 0 0 0 0
ENSMUSG00000057801 0 0 0 0 0 0
ENSMUSG00000048249 265 232 305 330 367 336
ENSMUSG00000057443 0 0 0 0 0 0
ENSMUSG00000054940 0 0 0 0 0 0
ENSMUSG00000092615 0 0 0 0 0 0
ENSMUSG00000096840 0 0 0 0 0 0
ENSMUSG00000117177 0 0 0 0 0 0
ENSMUSG00000117135 0 0 0 0 0 0
ENSMUSG00000024191 151 138 177 152 174 169
ENSMUSG00000092322 0 0 0 0 0 0
ENSMUSG00000092566 0 0 0 0 0 0
ENSMUSG00000092316 0 0 0 0 0 0
ENSMUSG00000117127 0 0 0 0 0 0
ENSMUSG00000015579 0 0 0 0 0 0
ENSMUSG00000092244 0 0 0 0 0 0
ENSMUSG00000117214 0 0 0 0 0 0
ENSMUSG00000117213 0 0 0 0 0 0
ENSMUSG00000117903 0 0 0 0 0 0
ENSMUSG00000092342 0 0 0 0 0 0
ENSMUSG00000118147 0 0 0 0 0 0
ENSMUSG00000117273 0 0 0 0 0 0
ENSMUSG00000117331 0 0 0 0 0 0
ENSMUSG00000117260 0 0 0 0 0 0
ENSMUSG00000117067 0 0 0 0 0 0
ENSMUSG00000117151 0 0 0 0 0 0
ENSMUSG00000117293 0 0 0 0 0 0
ENSMUSG00000117043 0 0 0 0 0 0
ENSMUSG00000117196 0 0 0 0 0 0
ENSMUSG00000117330 0 0 0 0 0 0
ENSMUSG00000117005 0 0 0 0 0 0
ENSMUSG00000014773 47 81 42 68 61 71
ENSMUSG00000117021 0 0 0 0 0 0
ENSMUSG00000095625 0 0 0 0 0 0
ENSMUSG00000024301 8 7 6 5 5 2
ENSMUSG00000094168 0 0 0 0 0 0
ENSMUSG00000119141 0 0 0 0 0 0
ENSMUSG00000096697 0 0 0 0 0 0
ENSMUSG00000117311 0 0 0 0 0 0
ENSMUSG00000117207 0 0 0 0 0 0
ENSMUSG00000117240 0 0 0 0 0 0
ENSMUSG00000117277 0 0 0 0 0 0
ENSMUSG00000117236 0 0 0 0 0 0
ENSMUSG00000117267 0 0 0 0 0 0
ENSMUSG00000014763 328 293 305 375 326 366
ENSMUSG00000094024 0 0 0 0 0 0
ENSMUSG00000117024 0 0 0 0 0 0
ENSMUSG00002076002 0 0 0 0 0 0
ENSMUSG00000116985 0 0 0 0 0 0
ENSMUSG00000096345 0 0 0 0 0 0
ENSMUSG00000117165 52 55 35 33 58 40
ENSMUSG00000095104 0 0 0 0 0 0
ENSMUSG00000117319 0 0 0 0 0 0
ENSMUSG00000119584 316811 311819 304949 153070 151963 150580
ENSMUSG00000117201 0 0 0 0 0 0
ENSMUSG00000014769 863 844 821 1049 1012 1025
ENSMUSG00000095886 0 0 0 0 0 0
ENSMUSG00002075063 0 0 0 0 0 0
ENSMUSG00000117136 0 0 0 0 0 0
ENSMUSG00000117125 0 0 0 0 0 0
ENSMUSG00000117307 0 2 0 1 0 1
ENSMUSG00000031233 0 0 0 0 0 0
ENSMUSG00000001870 16 10 20 31 29 28
ENSMUSG00000025433 0 0 1 0 0 0
ENSMUSG00000084025 3 6 4 1 1 3
ENSMUSG00000024193 150 149 170 133 159 129
ENSMUSG00000025431 0 0 0 0 0 0
ENSMUSG00000071042 70 79 87 69 69 77
ENSMUSG00000024194 231 218 249 321 307 297
ENSMUSG00000098510 0 0 0 0 0 0
ENSMUSG00000014767 110 103 124 114 118 115
ENSMUSG00000002017 177 188 204 177 202 189
ENSMUSG00000014771 0 0 0 0 0 0
ENSMUSG00000116949 0 1 0 0 0 0
ENSMUSG00000117540 1 1 1 0 1 1
ENSMUSG00000117587 0 0 0 0 0 0
ENSMUSG00000117539 0 0 0 0 0 0
ENSMUSG00000077299 0 0 0 0 0 0
ENSMUSG00000065293 0 0 0 0 0 0
ENSMUSG00000066958 22 18 22 34 21 23
ENSMUSG00000117598 0 0 0 0 0 0
ENSMUSG00000117498 0 0 0 0 0 0
ENSMUSG00000117388 0 0 0 0 0 0
ENSMUSG00000117578 140 152 114 126 173 137
ENSMUSG00000091058 101 87 86 122 111 132
ENSMUSG00000117553 0 0 0 0 0 0
ENSMUSG00000117352 0 0 0 0 0 0
ENSMUSG00000117493 0 1 1 0 2 1
ENSMUSG00000037064 0 0 0 0 0 0
ENSMUSG00000117612 0 0 0 0 0 0
ENSMUSG00000117648 0 0 1 1 0 2
ENSMUSG00000023930 2 0 1 2 0 1
ENSMUSG00000051977 66 73 74 82 57 73
ENSMUSG00000116950 1 0 2 0 0 1
ENSMUSG00000095920 50 42 36 49 58 46
ENSMUSG00000116940 270 262 255 310 331 336
ENSMUSG00000116550 6 10 7 7 2 7
ENSMUSG00000116924 2 3 4 5 4 3
ENSMUSG00000024074 115 111 133 186 151 166
ENSMUSG00002075030 0 0 0 0 0 0
ENSMUSG00000023921 1767 1732 1747 2277 2213 2224
ENSMUSG00000117119 0 0 0 0 0 0
ENSMUSG00000117272 0 0 0 0 0 0
ENSMUSG00000117210 0 0 0 0 0 0
ENSMUSG00000117062 424 395 400 406 415 367
ENSMUSG00000098030 0 0 0 0 0 0
ENSMUSG00000117001 0 0 0 0 0 0
ENSMUSG00000042256 0 0 0 0 0 0
ENSMUSG00000043972 0 0 0 0 0 0
ENSMUSG00000023852 502 485 496 438 442 445
ENSMUSG00000056121 214 214 223 219 218 214
ENSMUSG00000048027 35 27 28 45 32 28
ENSMUSG00000117525 0 0 0 0 0 1
ENSMUSG00000116934 0 0 0 0 0 0
ENSMUSG00000117180 97 106 88 72 108 102
ENSMUSG00000119921 0 0 0 0 0 0
ENSMUSG00000061062 147 147 167 179 156 160
ENSMUSG00000116545 38 31 43 54 51 54
ENSMUSG00000116899 0 0 0 0 0 0
ENSMUSG00000116839 0 0 0 0 0 0
ENSMUSG00000116614 96 138 104 115 137 98
ENSMUSG00000023918 0 3 0 0 1 3
ENSMUSG00000116757 132 144 119 97 144 117
ENSMUSG00000116864 2 3 6 2 5 3
ENSMUSG00000116944 20 20 21 35 15 29
ENSMUSG00000116804 27 37 33 27 40 32
ENSMUSG00000116958 41 40 39 51 31 55
ENSMUSG00000116623 6 6 3 5 5 12
ENSMUSG00000116621 5 5 6 1 1 0
ENSMUSG00000057899 0 0 0 0 3 2
ENSMUSG00000096696 11 10 13 5 9 4
ENSMUSG00000117163 1 3 0 0 4 2
ENSMUSG00000095990 7 13 14 14 12 9
ENSMUSG00000116590 13 9 7 4 4 10
ENSMUSG00000043801 1973 1941 1923 2089 2064 2063
ENSMUSG00000024076 1 0 0 0 1 0
ENSMUSG00000116564 190 233 208 222 260 264
ENSMUSG00002076640 0 0 0 0 0 0
ENSMUSG00000097379 23 22 30 27 47 37
ENSMUSG00000047786 0 3 0 2 3 1
ENSMUSG00000116532 19 19 13 15 11 21
ENSMUSG00000061665 406 373 380 417 420 353
ENSMUSG00000023915 88 66 71 101 77 108
ENSMUSG00000024077 171 183 203 246 187 168
ENSMUSG00000117285 10 2 2 4 3 1
ENSMUSG00000117192 3 4 4 2 2 3
ENSMUSG00000023845 484 418 430 494 447 482
ENSMUSG00000116796 0 0 0 1 1 1
ENSMUSG00000116818 415 408 318 301 271 289
ENSMUSG00000116892 10 2 6 16 6 5
ENSMUSG00000041293 40 43 38 39 41 62
ENSMUSG00000067629 32 22 28 22 24 36
ENSMUSG00000092120 0 3 0 3 0 3
ENSMUSG00002076262 0 0 0 0 0 0
ENSMUSG00000093118 0 0 0 0 0 0
ENSMUSG00000079605 0 0 0 0 0 0
ENSMUSG00000117819 8 4 3 5 12 8
ENSMUSG00000118007 1 4 3 2 2 1
ENSMUSG00000080316 15 28 27 27 17 27
ENSMUSG00000065396 0 0 0 0 0 0
ENSMUSG00000056492 339 342 351 478 402 399
ENSMUSG00002075603 0 0 0 0 0 0
ENSMUSG00000048731 40 40 38 34 52 39
ENSMUSG00000105758 0 0 0 0 0 0
ENSMUSG00000065479 0 0 0 0 0 0
ENSMUSG00000064582 0 0 0 0 3 0
ENSMUSG00000003665 0 0 0 0 3 0
ENSMUSG00000039414 155 170 166 175 175 161
ENSMUSG00000045551 23 29 18 10 26 12
ENSMUSG00000052270 24 7 19 4 7 4
ENSMUSG00000079700 0 0 0 0 0 0
ENSMUSG00000116634 0 0 0 0 0 0
ENSMUSG00000090957 185 157 147 176 182 160
ENSMUSG00000116963 0 0 0 0 0 0
ENSMUSG00000116661 0 0 0 0 0 0
ENSMUSG00000116932 0 0 0 0 0 0
ENSMUSG00000048062 0 0 0 0 0 0
ENSMUSG00000057789 127 185 157 174 150 180
ENSMUSG00000117799 1 0 0 0 0 0
ENSMUSG00000023914 0 0 0 0 0 0
ENSMUSG00000090417 0 0 1 0 0 0
ENSMUSG00000096140 0 0 0 0 0 1
ENSMUSG00000079698 0 0 0 0 0 0
ENSMUSG00000091631 4 1 1 0 2 0
ENSMUSG00000117305 0 1 0 0 0 0
ENSMUSG00000093775 0 0 0 0 0 0
ENSMUSG00000091679 0 0 0 0 0 0
ENSMUSG00000116837 0 0 0 0 0 0
ENSMUSG00000093602 0 0 0 0 0 0
ENSMUSG00000093531 0 0 0 0 0 0
ENSMUSG00000042644 32 38 36 38 47 44
ENSMUSG00000098826 0 0 0 0 0 0
ENSMUSG00000086898 0 0 0 0 0 0
ENSMUSG00000023913 16 13 16 25 23 17
ENSMUSG00000116587 0 0 0 0 0 0
ENSMUSG00000116670 0 0 1 0 0 0
ENSMUSG00000090307 0 0 0 0 1 0
ENSMUSG00000093776 0 0 0 0 0 0
ENSMUSG00000024208 124 129 111 143 123 123
ENSMUSG00000118010 0 0 0 0 0 0
ENSMUSG00000024210 0 0 0 0 0 2
ENSMUSG00000090304 4 2 5 6 4 4
ENSMUSG00000116984 0 0 0 0 1 0
ENSMUSG00000093627 0 0 0 0 0 0
ENSMUSG00000040140 0 0 0 0 0 0
ENSMUSG00000091859 1 0 1 0 1 0
ENSMUSG00000044857 252 242 193 230 230 220
ENSMUSG00000094892 0 0 0 0 0 0
ENSMUSG00000097090 4 10 2 6 8 4
ENSMUSG00000118503 0 0 0 0 0 0
ENSMUSG00000023912 26 23 25 25 48 39
ENSMUSG00000095961 87 2767 103 83 585 95
ENSMUSG00000093592 0 0 0 0 1 0
ENSMUSG00000117794 0 0 0 0 1 1
ENSMUSG00000116751 0 0 0 0 0 0
ENSMUSG00000105142 0 0 0 0 0 0
ENSMUSG00000091771 0 0 0 0 0 0
ENSMUSG00000093426 0 0 0 0 0 0
ENSMUSG00000093642 0 0 0 0 0 0
ENSMUSG00000093711 0 0 0 0 0 0
ENSMUSG00000090315 0 0 0 0 0 0
ENSMUSG00000117099 48 44 32 51 58 35
ENSMUSG00000093401 0 0 0 0 0 0
ENSMUSG00000099237 0 0 0 0 0 0
ENSMUSG00000116692 0 0 0 0 0 0
ENSMUSG00000071276 0 0 0 0 0 0
ENSMUSG00000116879 0 0 0 0 0 0
ENSMUSG00000117169 0 0 0 0 0 0
ENSMUSG00000106578 0 0 0 0 0 0
ENSMUSG00000106215 0 0 0 0 0 0
ENSMUSG00000116970 0 0 0 0 0 0
ENSMUSG00000023963 178 175 155 436 427 408
ENSMUSG00000084474 0 0 1 0 0 0
ENSMUSG00000093469 0 0 0 0 0 0
ENSMUSG00000056910 4 0 0 1 0 0
ENSMUSG00000117018 0 0 0 0 0 0
ENSMUSG00000093729 0 0 0 0 0 0
ENSMUSG00000039601 183 202 192 209 214 230
ENSMUSG00002075909 0 0 0 0 0 0
ENSMUSG00000091151 0 0 0 1 0 0
ENSMUSG00000093705 0 0 0 0 0 0
ENSMUSG00000093454 0 0 0 0 0 0
ENSMUSG00000023960 243 177 186 251 265 243
ENSMUSG00000091805 0 2 1 0 0 0
ENSMUSG00000043537 0 0 0 0 0 0
ENSMUSG00000023961 153 144 147 150 120 125
ENSMUSG00000090572 0 0 0 0 0 0
ENSMUSG00000091259 19 15 18 18 13 7
ENSMUSG00000071273 0 0 0 0 0 0
ENSMUSG00000060701 0 0 0 0 0 0
ENSMUSG00000023959 7 3 13 11 23 25
ENSMUSG00000117295 182 155 185 167 234 194
ENSMUSG00000117106 0 0 0 0 0 0
ENSMUSG00000042848 0 0 0 0 0 0
ENSMUSG00000067951 1 0 1 0 0 0
ENSMUSG00000060245 0 0 0 0 0 0
ENSMUSG00000117148 0 0 0 0 0 0
ENSMUSG00000045417 0 0 0 0 0 0
ENSMUSG00000050933 0 0 0 0 0 0
ENSMUSG00000116974 0 0 0 0 0 0
ENSMUSG00000062165 0 0 0 0 0 0
ENSMUSG00000117047 0 2 2 1 0 1
ENSMUSG00000036533 18 16 14 14 13 13
ENSMUSG00000118651 0 0 0 0 0 0
ENSMUSG00000007564 587 462 517 575 550 571
ENSMUSG00000093429 0 0 0 0 0 0
ENSMUSG00000045575 0 0 0 0 0 3
ENSMUSG00000036368 569 554 495 629 607 628
ENSMUSG00000024087 7 19 4 12 11 9
ENSMUSG00000117426 0 0 0 0 0 0
ENSMUSG00000117616 0 0 0 0 0 0
ENSMUSG00000103091 0 0 0 0 0 0
ENSMUSG00000117394 0 0 0 0 0 0
ENSMUSG00000067942 110 81 91 91 97 83
ENSMUSG00000101511 0 0 0 0 0 0
ENSMUSG00000093453 0 0 0 0 0 0
ENSMUSG00000102080 0 0 0 0 0 0
ENSMUSG00000091550 0 0 0 0 0 0
ENSMUSG00000096857 0 0 0 0 0 0
ENSMUSG00000094582 0 0 0 0 0 0
ENSMUSG00000100191 0 0 0 0 0 0
ENSMUSG00000095963 0 0 0 0 0 0
ENSMUSG00000093788 0 0 0 0 0 0
ENSMUSG00000057203 0 0 0 0 0 0
ENSMUSG00000093648 0 0 0 0 0 0
ENSMUSG00000050102 0 0 0 0 0 0
ENSMUSG00000093449 0 0 0 0 0 0
ENSMUSG00000054142 0 0 0 0 0 1
ENSMUSG00002075486 283 243 271 271 267 292
ENSMUSG00000058030 0 0 0 0 0 0
ENSMUSG00000039153 17 16 13 3 3 7
ENSMUSG00000079693 0 0 0 0 0 0
ENSMUSG00000116768 0 1 0 0 0 0
ENSMUSG00000090048 0 0 0 0 0 0
ENSMUSG00002074949 0 0 0 0 0 0
ENSMUSG00000089849 0 0 0 0 0 0
ENSMUSG00000073394 0 0 0 0 0 0
ENSMUSG00000062743 17 21 10 6 2 12
ENSMUSG00000116633 0 0 0 0 0 0
ENSMUSG00000116771 3 0 0 0 0 0
ENSMUSG00000023882 32 23 18 21 27 19
ENSMUSG00000023892 43 34 36 29 33 33
ENSMUSG00000057409 65 37 38 41 50 53
ENSMUSG00000038954 49 60 55 68 76 80
ENSMUSG00000097781 2 1 2 4 1 0
ENSMUSG00000117326 0 0 0 0 0 0
ENSMUSG00000117044 0 0 0 0 0 0
ENSMUSG00000051341 9 10 15 13 7 13
ENSMUSG00000117217 1 0 2 3 4 2
ENSMUSG00002076663 0 0 0 0 0 0
ENSMUSG00000067931 55 62 62 52 69 49
ENSMUSG00000023932 245 225 252 247 292 204
ENSMUSG00000097119 50 51 57 55 62 42
ENSMUSG00000023935 2 1 2 0 2 0
ENSMUSG00000061242 107 92 91 83 86 101
ENSMUSG00000023938 170 160 174 169 150 141
ENSMUSG00000023949 0 0 0 0 0 0
ENSMUSG00000024097 381 301 344 331 303 284
ENSMUSG00000096847 2 0 1 0 0 0
ENSMUSG00000023947 34 52 53 33 27 37
ENSMUSG00000037089 351 336 336 359 323 335
ENSMUSG00000023944 7717 7561 7267 8853 8797 8803
ENSMUSG00000033966 5 8 10 2 6 5
ENSMUSG00000117375 0 0 0 1 0 3
ENSMUSG00000056692 2411 2353 2353 2815 2714 2758
ENSMUSG00000024242 269 313 264 346 318 324
ENSMUSG00000024217 131 132 152 118 125 150
ENSMUSG00000071040 0 0 0 0 0 0
ENSMUSG00000024245 2 7 10 6 3 4
ENSMUSG00000024246 19 17 20 29 15 21
ENSMUSG00000117496 22 31 30 40 25 26
ENSMUSG00000117558 0 0 0 0 0 0
ENSMUSG00000039512 246 246 211 273 264 297
ENSMUSG00000117161 1 0 0 0 0 0
ENSMUSG00000024218 126 133 129 123 129 121
ENSMUSG00000117216 0 0 0 0 0 0
ENSMUSG00000117397 1 2 0 0 2 1
ENSMUSG00000117507 58 62 59 73 72 91
ENSMUSG00002075455 0 2 0 0 1 0
ENSMUSG00000088817 0 0 0 0 0 0
ENSMUSG00002076240 0 0 0 0 0 0
ENSMUSG00000117643 0 0 0 0 0 0
ENSMUSG00000117438 2360 2307 2170 2679 2722 2622
ENSMUSG00000073371 24 9 22 26 29 21
ENSMUSG00000117472 0 0 0 0 0 0
ENSMUSG00000117399 0 0 0 0 0 0
ENSMUSG00000100154 0 0 0 0 0 0
ENSMUSG00000117509 0 0 0 0 0 0
ENSMUSG00000024247 257 275 254 241 205 206
ENSMUSG00000088410 0 0 0 0 0 0
ENSMUSG00000094256 3 2 1 0 0 1
ENSMUSG00000024219 233 241 215 289 304 276
ENSMUSG00000085846 1 0 2 0 0 0
ENSMUSG00000117130 0 0 1 0 0 0
ENSMUSG00000117263 0 1 1 0 1 0
ENSMUSG00000062859 0 1 3 0 0 1
ENSMUSG00000117120 0 0 0 0 0 0
ENSMUSG00000032624 162 130 151 171 172 147
ENSMUSG00000023942 2517 2319 2281 2737 2602 2463
ENSMUSG00000067389 99 72 64 37 27 31
ENSMUSG00000024248 759 662 773 930 931 962
ENSMUSG00000079471 0 1 0 1 0 0
ENSMUSG00000045053 0 0 1 0 0 0
ENSMUSG00000055817 158 146 138 152 109 129
ENSMUSG00000117085 0 0 0 0 0 0
ENSMUSG00000117048 2 1 0 3 1 1
ENSMUSG00000000673 4030 4017 4015 5046 4890 4716
ENSMUSG00000117040 0 0 0 0 0 0
ENSMUSG00000097254 1 1 6 1 0 4
ENSMUSG00000117442 1 1 1 2 0 1
